data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2021-04-05;14:34:00;COM VÍTIMA;FINALIZADA;ÁGUA FRIA;AV BEBERIBE;1824;EST VELHA DE AGUA FRIA;EM FRENTE A FEIRA NOVA DE ÁGUA FRIA;ÁGUA FRIA;405;CIDADE;COLISÃO COM CICLISTA;0;0;0;1;0;0;1;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;30 km/h;Dupla;Faixa contínua;;
2021-04-05;15:16:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;RUA DA HARMONIA;322;;CONDOMÍNIO ALMEIDA HARMONIA;CASA AMARELA;598;SUBURBIO;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;;;Dupla;Faixa seccionada;;
2021-04-05;16:21:00;SEM VÍTIMA;FINALIZADA;TORRÕES;RUA ZUMBI DOS PALMARES;;RUA EDVALDO MARANHAO FERREIRA;UNIDADE DE SAUDE DA FAMILIA COSIROF;TORRÕES;;SUBURBIO;COLISÃO TRASEIRA;1;0;0;0;0;0;0;0;0;0;0;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;R-6a;30 km/h;Dupla;Não existe;;
2021-04-05;21:19:40;COM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;VIADUTO CAPITAO TEMUDO;;;EM CIMA DO VIADUTO CAPITÃO TEMUDO;ILHA JOANA BEZERRA;;BOA VIAGEM;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;2;0;Viaduto;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa seccionada;;
2021-04-06;08:13:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;2957;;SENT. CIDADE;CORDEIRO;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Canteiro central;;
2021-04-06;12:09:00;COM VÍTIMA;FINALIZADA;COQUEIRAL;RUA ANANIAS CATANHO;2;RUA ALTO PIQUIRI;PRÓXIMO AO TERMINAL DE ONIBUS DE TOTO PLANALTO.;COQUEIRAL;;CIDADE;ATROPELAMENTO DE PESSOA;0;0;0;0;1;1;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Não existe;;
2021-04-06;12:34:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;TRV DO RAPOSO;165;;EM BAIXO DO PONTILHÃO DA FAVELA DO PAPELÃO;SÃO JOSÉ;;;COLISÃO LATERAL;1;0;0;0;0;0;0;0;1;0;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2021-04-06;13:03:00;COM VÍTIMA;FINALIZADA;PONTO DE PARADA;RUA MEM DE SA;90;RUA DEPUTADO PEDRO VELHO;PROXIMO A COCA COLA;PONTO DE PARADA;;CIDADE;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Não existe;;
2021-04-06;14:03:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA COSME VIANA;;RUA CORONEL ALFREDO DUARTE;EM FRENTE AO BOI GRILL E POSTO SETTA;AFOGADOS;430;S;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;R-6a;60 km/h;Única;Faixa contínua;;
2021-04-06;14:49:00;COM VÍTIMA;CANCELADA;VÁRZEA;RUA EMILIANO BRAGA;485;;POR TRAS DA CAXANGA VEÍCULO;VÁRZEA;;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-04-06;18:22:00;COM VÍTIMA;FINALIZADA;CAXANGÁ;AV CAXANGA;4270;AV LUIZ DE LACERDA;E/F A L2 AUTOMOVEIS. LADO OPOSTO A CAXANGÁ VEÍCULOS.;CAXANGÁ;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2021-04-07;10:03:00;COM VÍTIMA;FINALIZADA;TORRE;RUA MAURICIO DE NASSAU;158;;AO LADO DO POSTO PETROCAL;TORRE;;;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Não há placas;60 km/h;Dupla;Faixa seccionada;;
2021-04-07;10:37:00;COM VÍTIMA;FINALIZADA;AFOGADOS;AV SUL;2176;;EM FRENTE A POLICLINICA AGAMENON MAGALHAES;AFOGADOS;;CIDADE;COLISÃO COM CICLISTA;0;1;0;1;0;0;0;0;0;4;0;Longo da via;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;
2021-04-07;10:48:00;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;RUA HENRIQUE DIAS;E/F AO ANTIGO RESTAURANTE SPETTUS;DERBY;68;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;;;
2021-04-07;13:01:00;COM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;1807;;EM FRENTE AO CONDOMINIO MORADA DO BARRO;TEJIPIÓ;;C;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa contínua;;
2021-04-07;13:24:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;436;;EM FRENTE AO POSTO DISLUB / TRAVESSA SÃO MIGUEL,01;AFOGADOS;;SUBURBIO;COLISÃO TRASEIRA;0;1;0;0;0;0;0;1;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;60 km/h;Dupla;Faixa contínua;;
2021-04-08;08:32:00;COM VÍTIMA;FINALIZADA;NOVA DESCOBERTA;AV NORTE;6717;1 TRV JUSTICA E PAZ;NO RETORNO DO POSTO SÃO SEBASTIÃO;NOVA DESCOBERTA;;CIDADE;COLISÃO LATERAL;1;0;1;0;0;0;0;0;0;1;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Outras;60 km/h;Dupla;Canteiro central;;
2021-04-08;14:18:00;COM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;AV PIRACICABA;801;;E/F AO ARMAZEM  DE VALERIA;JARDIM SÃO PAULO;;;COLISÃO FRONTAL;1;1;0;0;0;1;0;0;0;1;0;;;;;;;;;;;;;
2021-04-08;19:12:00;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV NORTE;;RUA ALFREDO DE CASTRO;CRUZAMENTO COM A RUA ALFREDO DE CASTRO;ENCRUZILHADA;665;;CHOQUE;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-08;20:39:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA VINTE E UM DE ABRIL;;RUA JOSUE PEREIRA;E/F AO CLUBE FERROVIARIO;AFOGADOS;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;30 km/h;Dupla;Não existe;;
2021-04-09;08:49:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;AV JOAQUIM RIBEIRO;;;SOB O SEMÁFORO 281;VÁRZEA;;;COLISÃO TRASEIRA;1;0;0;0;0;0;0;1;0;0;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60km/h;Única;Canteiro central;;
2021-04-09;09:31:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;RUA JALISCO;EM FRENTE AO GERALDÃO;IMBIRIBEIRA;290;CIDADE;COLISÃO TRASEIRA;2;0;1;0;0;0;1;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Única;Faixa contínua;;
2021-04-09;18:20:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA RIBEIRO DE BRITO;40;;ANTES DA SUBIDA DO VIADUTO TANCREDO NEVES;BOA VIAGEM;;;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;Longo da via;Chuvoso;;;Molhada;Perfeito estado;;Não há placas;;Única;Faixa contínua;Faixa seccionada;
2021-04-09;19:12:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;;;EM CIMA DO VIADUTO QUE CRUZA AVENIDA JOÃO DE BARROS;ESPINHEIRO;;CIDADE;COLISÃO TRASEIRA;1;0;0;0;0;0;0;1;0;0;0;Viaduto;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;;Única;Faixa contínua;;
2021-04-10;06:45:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA BENFICA;;AV VISCONDE DE ALBUQUERQUE;EM FRENTE AO BOM PREÇO E POSTO EXTRA;MADALENA;51;;COLISÃO LATERAL;0;3;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Não existe;;
2021-04-10;07:10:00;COM VÍTIMA;FINALIZADA;ROSARINHO;AV NORTE;;AV SANTOS DUMONT;PRÓXIMO À PADARIA ROSARINHO;ROSARINHO;;SUBURBIO;COLISÃO TRANSVERSAL;0;1;0;0;0;0;0;1;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Dupla;;;
2021-04-10;11:07:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;RUA PROFESSOR MARIO CASTRO;RUA PROFESSOR MÁRIO CASTRO;BOA VIAGEM;158;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-10;11:45:00;SEM VÍTIMA;FINALIZADA;CASA FORTE;EST DAS UBAIAS;;RUA CONS NABUCO;RUA CONS NABUCO;CASA FORTE;655;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-10;16:11:00;SEM VÍTIMA;FINALIZADA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;RUA GENERAL JOAQUIM INACIO;SEMAFORO 069;PAISSANDU;;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-10;16:11:00;SEM VÍTIMA;FINALIZADA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;RUA PAISSANDU;SEMAFORO 070;PAISSANDU;;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-10;16:36:00;SEM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;AV RUI BARBOSA;;DERBY;;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-10;16:36:00;SEM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;AV RUI BARBOSA;;DERBY;;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-10;19:55:00;COM VÍTIMA;FINALIZADA;CASA FORTE;AV DEZESSETE DE AGOSTO;;RUA LAURINDO COELHO;E/F A CAOA CHERY;CASA FORTE;;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Esquina;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;;
2021-04-11;07:11:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV FERNANDO SIMOES BARBOSA;50;;EM FRENTE AO EDF CATALINA/GALERIA SANTO ANTONIO;BOA VIAGEM;;;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-11;17:16:00;COM VÍTIMA;FINALIZADA;PINA;AV REPUBLICA ARABE UNIDA;165;RUA NOGUEIRA DE SOUZA;EM FRENTE AO EDF. SÃO CAETANO;PINA;658;;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;3;0;Cruzamento;Chuvoso;Desligado;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa seccionada;;
2021-04-11;22:02:40;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;1275;RUA BALTAZAR PEREIRA;AO LADO DO PORPINO HAMBURGUERIA, EM FRENTE A CASA DE DISIGN MÓVEIS PERSONALIZADOS;BOA VIAGEM;;CIDADE;COLISÃO FRONTAL;0;2;0;0;0;0;0;0;0;2;0;Cruzamento;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2021-04-11;23:20:40;COM VÍTIMA;CANCELADA;BONGI;RUA ISAAC MARKMAN;;;PROXIMO DA CELPE, PROXIMO AO TERMINAL DO BONGI;BONGI;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-04-12;07:32:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;EST DO FORTE DO ARRAIAL N. DO B. JESUS;EST DO FORTE DO ARRAIAL N. DO B. JESUS;CORDEIRO;375;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-12;07:32:00;SEM VÍTIMA;FINALIZADA;MADALENA;AV BEIRA RIO;;RUA JOSE OSORIO;RUA JOSE OSORIO;MADALENA;387;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-12;07:32:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;AV CAXANGA;;RUA RODRIGUES FERREIRA;RUA RODRIGUES FERREIRA;VÁRZEA;232;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-12;07:48:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;RUA TREZE DE MAIO;;RUA DOS PALMARES;;SANTO AMARO;30;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-4a;;Única;Faixa contínua;;
2021-04-12;08:08:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;AV CAXANGA;;AV AFONSO OLINDENSE;AV AFONSO OLINDENSE;VÁRZEA;568;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-12;08:09:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;C SANTA RITA;;;EM FRENTE AO ARMAZEM 16;SÃO JOSÉ;76;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-12;08:18:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA DO HOSPICIO;;RUA PRINCESA IZABEL;;BOA VISTA;;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-12;08:19:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;;RUA PROFESSOR MARIO CASTRO;RUA PROFESSOR MÁRIO CASTRO;BOA VIAGEM;148;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-12;08:21:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA GERVASIO PIRES;;RUA DO RIACHUELO;RIACHUELLO;BOA VISTA;175;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-12;08:44:00;SEM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;RUA DO SOL;;;RUA NOVA;SANTO ANTÔNIO;13;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-12;09:38:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA GERVASIO PIRES;;RUA DO RIACHUELO;RIACHUELLO;BOA VISTA;175;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-12;10:12:00;SEM VÍTIMA;FINALIZADA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;RUA GENERAL JOAQUIM INACIO;;PAISSANDU;69;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-12;12:27:00;COM VÍTIMA;FINALIZADA;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;;RUA JOAO IVO DA SILVA;LADO OPOSTO AO HABIB´S/  SENTIDO CIDADE;MADALENA;132;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Canteiro central;;
2021-04-12;12:50:00;SEM VÍTIMA;CANCELADA;JARDIM SÃO PAULO;RUA LEANDRO BARRETO;;;COLISAO SOBRE O VIADUTO;JARDIM SÃO PAULO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-12;16:18:00;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;RUA JOAQUIM NABUCO;AO LADO DO HOSPITAL DA RESTAURAÇÃO;DERBY;174;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Canal;;
2021-04-12;21:06:40;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;AV GOVERNADOR AGAMENON MAGALHAES;;RUA ODORICO MENDES;E/F A CENTRAL DE FLAGRANTES;CAMPO GRANDE;49;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;2;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;60 km/h;Dupla;Canal;;
2021-04-13;10:23:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA JOSE BONIFACIO;;;EM FRENTE AO ATACADO DOS PRESENTES;TORRE;;;ENGAVETAMENTO;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-13;12:57:00;COM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;AV MILITAR;;AV MILITAR;;BAIRRO DO RECIFE;436;SUBURBIO;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;40 km/h;Dupla;Canteiro central;;
2021-04-13;13:05:00;COM VÍTIMA;FINALIZADA;CAXANGÁ;AV CAXANGA;5013;;POSTO POTENCIAL;CAXANGÁ;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;
2021-04-13;16:57:00;COM VÍTIMA;FINALIZADA;MADALENA;AV JOSE GONCALVES DE MEDEIROS;118;RUA PROFESSOR BENEDITO MONTEIRO;PRÓX AO EXTRA;MADALENA;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
2021-04-14;07:52:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;PRC DAS CINCO PONTAS;;;DESCIDA DO VIADUTO;SÃO JOSÉ;;CIDADE;COLISÃO LATERAL;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-04-14;12:46:00;COM VÍTIMA;FINALIZADA;CASA FORTE;AV DEZESSETE DE AGOSTO;1961/1986;;LADO OPOSTO AO CNA;CASA FORTE;;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;;
2021-04-14;12:48:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;RUA TREZE DE MAIO;322;AV DA SAUDADE,;PROXIMO AO CEMITERIO E A UNINASSAU;SANTO AMARO;428;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;;
2021-04-14;17:07:00;COM VÍTIMA;FINALIZADA;BOMBA DO HEMETÉRIO;RUA JACOB;;;EM FRENTE A UPINHA;BOMBA DO HEMETÉRIO;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Não existe;Não existente;Molhada;Mal iluminada;Não existe;Não há placas;;Dupla;Não existe;;
2021-04-14;18:52:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;AV CAXANGA;;;EM FRENTE AO RESIDENCIAL CAXANGÁ;VÁRZEA;;CIDADE;COLISÃO LATERAL;1;0;0;0;0;0;1;0;0;0;0;Cruzamento;Bom;Sem defeito;Não existente;Seca;Perfeito estado;Faixa de pedestre;R-6a;60KM/H;Dupla;Canteiro central;;
2021-04-14;19:45:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA IMPERIAL;1600;RUA LOURENCO DE SA;E/F A JUCEPE;SÃO JOSÉ;87;;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;;
2021-04-15;07:52:00;COM VÍTIMA;FINALIZADA;PINA;AV ANTONIO DE GOES;;;LADO OPOSTO A ALIANZ;PINA;538;CIDADE;COLISÃO TRASEIRA;1;0;0;0;0;0;1;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;60 km/h;Única;Faixa contínua;;
2021-04-15;11:08:00;SEM VÍTIMA;CANCELADA;TORREÃO;AV GOVERNADOR AGAMENON MAGALHAES;;;;TORREÃO;;;COLISÃO TRASEIRA;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-15;11:51:00;SEM VÍTIMA;FINALIZADA;MADALENA;EST DOS REMEDIOS;;;EM FRENTE A CASA DOS COLCHOES;MADALENA;353;;COLISÃO FRONTAL;1;0;0;0;0;0;0;1;0;0;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;;
2021-04-15;15:43:00;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;105;;PROX AO AMEREICA FILME EQUIPADORA;IPSEP;393;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Faixa seccionada;Canteiro central;
2021-04-15;16:00:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA FLORIANO PEIXOTO;1155;;em frente a honda;SÃO JOSÉ;668;SUBURBIO;CHOQUE;1;0;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa seccionada;;
2021-04-15;22:08:40;SEM VÍTIMA;FINALIZADA;IBURA;RUA AGAMENON BEZERRA LAFAYETE;180;;PRÓX AO DEPÓSITO PAULA BEBIDAS // IGREJA PENTESCOSTAL DA GRAÇA DE DEUS;IBURA;;;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;Longo da via;Chuvoso;Não existe;Não existente;Seca;Mal iluminada;Não existe;Não há placas;;Dupla;Não existe;;
2021-04-16;09:40:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;2594;;;BOA VIAGEM;;;COLISÃO TRANSVERSAL;0;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;N/I;Única;Faixa seccionada;;
2021-04-16;09:40:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;RUA CORONEL SERGIO HENRIQUE CARDIM;;BOA VIAGEM;444;;SEMÁFORO;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-04-16;09:56:00;COM VÍTIMA;FINALIZADA;PINA;RUA MANOEL DE BRITO;;;NO TUNEL,;PINA;;CIDADE;COLISÃO TRASEIRA;3;0;0;0;0;0;0;0;0;1;0;Outros;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa contínua;;
2021-04-16;12:24:00;SEM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;AV RECIFE;;;EM FRENTE AO CERPE/ SENTIDO BR;JARDIM SÃO PAULO;;;COLISÃO TRASEIRA;2;0;0;0;0;0;0;1;0;0;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
2021-04-16;14:05:00;COM VÍTIMA;FINALIZADA;PINA;AV HERCULANO BANDEIRA;544;;EM FRENTE AO AO MARTELINHO;PINA;;SUBURBIO;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;60 km/h;Única;Faixa seccionada;;
2021-04-16;16:39:00;COM VÍTIMA;FINALIZADA;BOA VISTA;AV JOAO DE BARROS;;;EM FRENTE A CELPE;BOA VISTA;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;40 km/h;Única;Faixa seccionada;;
2021-04-16;16:45:00;COM VÍTIMA;CANCELADA;LINHA DO TIRO;AV RIO MORNO;25;;E/F AO MERCADINHO PONTES;LINHA DO TIRO;;;CHOQUE;0;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
